show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s113,TV Show,The Secret Dreams Chronicles 113,,"Elena Garcia, Yuki Kumar, Raj Khan, John Lee, Yuki Rossi, Elena Garcia",France,"December 28, 2017",2017,PG-13,1 Seasons,"Crime TV Shows, TV Dramas",A gripping tv show exploring themes of survival and identity in France.
s114,Movie,The Endless Memory 114,Wei Kumar,"Yuki Johnson, Hana Garcia, Tom Nair, Aisha Patel, David Smith",United States,"April 26, 2014",2009,TV-PG,84 min,"Action & Adventure, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.
s115,TV Show,The Lost Kingdom Chronicles 115,,"Tom Tanaka, Min Costa, Fatima Lee, Yuki Johnson, Raj Khan",Canada,"February 6, 2026",2024,TV-G,3 Seasons,"Kids' TV, TV Dramas",A gripping tv show exploring themes of survival and identity in Canada.
s116,Movie,The Silent Promise 116,Yuki Park,"Yuki Lee, Carlos Tanaka, Maria Rossi",Germany,"January 22, 2023",2021,PG-13,85 min,"Horror Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in Germany.
s117,Movie,The Wild Storm 117,Hana Costa,"Priya Patel, Min Patel, Sara Smith, John Kumar",South Korea,"December 20, 2018",2016,R,117 min,"Independent Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in South Korea.
s118,TV Show,The Silent Storm 118,,"Hana Park, Elena Smith, Min Costa",France,"April 19, 2023",2022,TV-Y,3 Seasons,"Reality TV, Anime Series",A gripping tv show exploring themes of survival and identity in France.
s119,Movie,The Last Shadows 119,Yuki Park,"Tom Khan, Raj Park, Hana Johnson",United Kingdom,"July 15, 2025",2023,TV-PG,142 min,Independent Movies,A gripping movie exploring themes of survival and identity in United Kingdom.
s120,TV Show,The Lost Memory Chronicles 120,,"Yuki Silva, Wei Costa, Maria Costa",Germany,"July 12, 2020",2020,TV-14,2 Season,Anime Series,A gripping tv show exploring themes of survival and identity in Germany.
s121,Movie,The Hidden Dreams 121,,"Maria Müller, Sara Smith, Wei Patel, Tom Patel, Maria Park, Carlos Nair, Raj Costa",United Kingdom,"July 12, 2026",2025,TV-14,118 min,"Thrillers, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in United Kingdom.
s122,Movie,The Broken Horizon 122,Carlos Rossi,"Maria Khan, Hana Park, John Kumar, Aisha Johnson, Raj Tanaka",Canada,"August 22, 2023",2019,TV-14,162 min,"Thrillers, Independent Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in Canada.
s123,Movie,The Golden Legacy 123,Anil Silva,"Carlos Patel, Hana Costa, Anil Garcia, Yuki Tanaka, David Johnson, David Tanaka",India,"February 20, 2023",2022,TV-MA,74 min,"Sci-Fi & Fantasy, Dramas",A gripping movie exploring themes of survival and identity in India.
s124,Movie,The Silent Dreams 124,,"Wei Müller, Aisha Patel, Elena Kumar, Sara Müller, Tom Costa, David Park, Aisha Silva",Brazil,"November 17, 2020",2020,TV-PG,98 min,"Horror Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in Brazil.
s125,Movie,The Dark Horizon 125,Maria Costa,"Anil Patel, Aisha Silva, Maria Silva, Carlos Khan, Hana Lee, Priya Rossi",Australia,"July 6, 2024",2019,TV-MA,166 min,"Children & Family Movies, Documentaries, Independent Movies",A gripping movie exploring themes of survival and identity in Australia.
s126,Movie,The Dark Dreams 126,Anil Nair,"Hana Costa, Hana Rossi, Hana Nair",United States,"September 24, 2025",2020,TV-Y,176 min,Dramas,A gripping movie exploring themes of survival and identity in United States.
s127,Movie,The Golden City 127,Hana Silva,"David Costa, Yuki Silva, Min Patel, Sara Khan",India,"January 7, 2023",2018,PG-13,94 min,"Comedies, Children & Family Movies, Documentaries",A gripping movie exploring themes of survival and identity in India.
s128,Movie,The Forgotten Journey 128,David Tanaka,"David Silva, Anil Johnson, Carlos Park, Maria Kumar, Fatima Patel",United States,"September 16, 2024",2024,TV-14,129 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in United States.
s129,TV Show,The Secret Promise Chronicles 129,,"Tom Johnson, Carlos Rossi, David Khan, Elena Park",Spain,"December 14, 2019",2016,TV-14,5 Seasons,Romantic TV Shows,A gripping tv show exploring themes of survival and identity in Spain.
s130,Movie,The Lost Legacy 130,Elena Garcia,"Anil Patel, Anil Nair, Priya Nair, Anil Costa, Raj Silva, Maria Nair, Carlos Smith",India,"March 24, 2025",2020,TV-MA,171 min,"Action & Adventure, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in India.
s131,Movie,The Silent Horizon 131,Elena Müller,"Raj Kumar, Aisha Kumar, Raj Patel, Fatima Patel, Yuki Kumar, Aisha Costa",South Korea,"January 7, 2024",2024,TV-14,134 min,"Romantic Movies, Dramas",A gripping movie exploring themes of survival and identity in South Korea.
s132,Movie,The Broken Dreams 132,Fatima Nair,"Fatima Costa, Tom Smith, Sara Silva, Min Johnson, Carlos Park",United States,"February 17, 2018",2017,TV-MA,89 min,Documentaries,A gripping movie exploring themes of survival and identity in United States.
s133,Movie,The Dark Journey 133,,"Tom Patel, Elena Kumar, Raj Park, Wei Smith, Elena Nair, Aisha Müller",Mexico,"November 27, 2017",2013,TV-Y,178 min,Dramas,A gripping movie exploring themes of survival and identity in Mexico.
s134,Movie,The Dark Shadows 134,,"Priya Müller, Fatima Patel, Anil Garcia",Japan,"February 17, 2023",2023,TV-MA,75 min,Documentaries,A gripping movie exploring themes of survival and identity in Japan.
s135,Movie,The Last City 135,Carlos Johnson,"David Silva, Maria Costa, Priya Patel, Sara Kumar, John Silva, Carlos Nair",France,"April 19, 2023",2023,TV-PG,88 min,"Thrillers, Comedies, Horror Movies",A gripping movie exploring themes of survival and identity in France.
s136,Movie,The Forgotten Dreams 136,,"Sara Patel, Tom Silva, Wei Müller, Tom Smith",India,"October 25, 2024",2024,TV-MA,148 min,"Thrillers, Romantic Movies, Dramas",A gripping movie exploring themes of survival and identity in India.
s137,Movie,The Silent Rebellion 137,Maria Park,"David Lee, John Smith, Raj Khan, Min Lee, Fatima Smith, Maria Smith",India,"April 23, 2026",2025,TV-MA,79 min,Horror Movies,A gripping movie exploring themes of survival and identity in India.
s138,Movie,The Wild Legacy 138,,"Priya Johnson, David Nair, Tom Kumar, Yuki Silva, Tom Costa, Priya Park, Carlos Johnson",United States,"August 18, 2018",2015,TV-Y,141 min,"Thrillers, Comedies, Dramas",A gripping movie exploring themes of survival and identity in United States.
s139,Movie,The Last City 139,Elena Garcia,"Wei Silva, Fatima Silva, Yuki Rossi",Canada,"November 13, 2020",2019,NR,91 min,Horror Movies,A gripping movie exploring themes of survival and identity in Canada.
s140,TV Show,The Eternal Journey Chronicles 140,,"Raj Silva, David Nair, Tom Costa, David Rossi, David Silva",Canada,"May 8, 2026",2024,TV-G,8 Seasons,"TV Comedies, Crime TV Shows",A gripping tv show exploring themes of survival and identity in Canada.
s141,Movie,The Broken Journey 141,Tom Lee,"Elena Johnson, Carlos Lee, Tom Khan, Tom Lee, John Johnson",South Korea,"March 10, 2023",2023,TV-PG,111 min,"Documentaries, Children & Family Movies, Romantic Movies",A gripping movie exploring themes of survival and identity in South Korea.
s142,Movie,The Golden Memory 142,Yuki Nair,"Aisha Müller, Elena Garcia, Yuki Tanaka",United States,"September 6, 2025",2023,TV-G,157 min,"Dramas, Children & Family Movies, Documentaries",A gripping movie exploring themes of survival and identity in United States.
s143,TV Show,The Silent Memory Chronicles 143,,"Elena Johnson, Tom Patel, Aisha Patel, Anil Costa, Sara Park, Priya Smith, Carlos Müller",United States,"March 23, 2023",2023,R,7 Seasons,Anime Series,A gripping tv show exploring themes of survival and identity in United States.
s144,Movie,The Secret Memory 144,,"Fatima Tanaka, Carlos Rossi, Sara Silva",France,"October 2, 2016",2015,TV-14,142 min,"Thrillers, Romantic Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in France.
s145,Movie,The Broken Storm 145,Elena Smith,"Aisha Smith, John Nair, Maria Lee, Yuki Lee, Min Costa",India,"October 23, 2021",2020,TV-MA,134 min,Romantic Movies,A gripping movie exploring themes of survival and identity in India.
s146,TV Show,The Silent Empire 146,,"Yuki Kumar, John Kumar, David Müller",India,"August 12, 2023",2023,TV-MA,8 Seasons,"Anime Series, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in India.
s147,Movie,The Broken Kingdom 147,Carlos Costa,"Wei Garcia, Aisha Silva, Raj Park, Hana Rossi, Aisha Silva, Raj Park",United States,"April 17, 2022",2020,TV-14,92 min,"Action & Adventure, Romantic Movies, Thrillers",A gripping movie exploring themes of survival and identity in United States.
s148,Movie,The Endless Journey 148,,"Wei Lee, David Tanaka, Min Smith, Fatima Müller, Elena Patel, David Johnson, Tom Johnson",Nigeria,"May 25, 2024",2024,TV-MA,160 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in Nigeria.
s149,TV Show,The Endless Rebellion 149,,"David Smith, Carlos Khan, John Garcia, Sara Park",Nigeria,"February 12, 2017",2016,TV-Y7,6 Seasons,"Crime TV Shows, Docuseries, TV Comedies",A gripping tv show exploring themes of survival and identity in Nigeria.
s150,TV Show,The Broken Rebellion 150,,"Wei Patel, Wei Rossi, Yuki Garcia, Wei Lee, Min Johnson, Anil Nair, Sara Kumar",United States,"October 5, 2026",2023,PG-13,7 Seasons,Anime Series,A gripping tv show exploring themes of survival and identity in United States.
s151,TV Show,The Forgotten Empire Chronicles 151,,"Wei Smith, Raj Costa, Carlos Khan, Anil Khan, Carlos Patel, Yuki Garcia",Australia,"September 17, 2017",2016,R,8 Seasons,"Anime Series, TV Action & Adventure, TV Mysteries",A gripping tv show exploring themes of survival and identity in Australia.
s152,Movie,The Golden City 152,,"Sara Patel, Anil Costa, Min Patel, Hana Silva, John Park, Carlos Khan, Anil Rossi",India,"August 18, 2026",2024,R,135 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in India.
s153,Movie,The Wild Legacy 153,Sara Nair,"Aisha Garcia, Maria Costa, Hana Nair, Hana Costa, Anil Johnson, Sara Patel, Fatima Johnson",South Korea,"February 15, 2026",2024,TV-PG,180 min,Documentaries,A gripping movie exploring themes of survival and identity in South Korea.
s154,Movie,The Eternal Rebellion 154,John Garcia,"Anil Khan, Maria Park, Maria Tanaka, Maria Park, David Nair, Carlos Costa",Canada,"June 23, 2021",2019,TV-PG,107 min,"Sci-Fi & Fantasy, Horror Movies",A gripping movie exploring themes of survival and identity in Canada.
s155,Movie,The Last Storm 155,Priya Silva,"Fatima Park, Sara Rossi, Elena Lee, Raj Nair, Priya Park, Min Müller, Sara Nair",United States,"August 5, 2023",2021,TV-Y7,143 min,"Horror Movies, Thrillers, Independent Movies",A gripping movie exploring themes of survival and identity in United States.
s156,Movie,The Silent Promise 156,Yuki Lee,"Maria Johnson, Elena Costa, David Müller, Anil Kumar, John Müller, Min Kumar, John Nair",India,"July 7, 2015",2015,TV-PG,124 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in India.
s157,TV Show,The Lost Kingdom 157,,"Priya Müller, Sara Khan, Priya Lee, Wei Kumar, Tom Müller",Germany,"August 1, 2015",2015,R,7 Seasons,"Crime TV Shows, Docuseries, TV Mysteries",A gripping tv show exploring themes of survival and identity in Germany.
s158,TV Show,The Silent Promise 158,,"Priya Garcia, Carlos Patel, Min Kumar, Raj Park, David Nair, John Nair",United States,"July 21, 2016",2016,PG-13,2 Seasons,Kids' TV,A gripping tv show exploring themes of survival and identity in United States.
s159,TV Show,The Secret City Chronicles 159,,"Yuki Garcia, Tom Costa, Maria Müller, Maria Smith, Raj Johnson",India,"February 8, 2024",2023,TV-14,7 Seasons,"TV Comedies, TV Mysteries, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in India.
s160,Movie,The Golden Memory 160,,"John Johnson, Tom Lee, Aisha Lee, Maria Tanaka",United Kingdom,"December 7, 2022",2021,PG-13,150 min,"Action & Adventure, Thrillers, Children & Family Movies",A gripping movie exploring themes of survival and identity in United Kingdom.
s161,TV Show,The Hidden City Chronicles 161,,"Yuki Müller, Anil Costa, Carlos Rossi, Tom Smith, Carlos Rossi, Priya Patel",Japan,"February 8, 2023",2022,PG-13,5 Season,"Docuseries, Kids' TV, Reality TV",A gripping tv show exploring themes of survival and identity in Japan.
s162,Movie,The Eternal Storm 162,Priya Kumar,"Priya Kumar, Fatima Tanaka, Anil Kumar, Tom Patel, Yuki Müller, Aisha Silva, Tom Smith",Australia,"June 5, 2026",2025,TV-PG,119 min,"Thrillers, Romantic Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in Australia.
s163,Movie,The Broken Shadows 163,,"Maria Patel, David Silva, Priya Khan, Aisha Park",United Kingdom,"September 20, 2026",2025,TV-PG,89 min,"Comedies, Horror Movies",A gripping movie exploring themes of survival and identity in United Kingdom.
s164,Movie,The Wild Storm 164,Anil Khan,"John Kumar, Maria Park, Raj Garcia, Elena Lee",France,"April 3, 2010",2009,TV-Y7,125 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in France.
s165,TV Show,The Forgotten Memory Chronicles 165,,"Raj Lee, Aisha Khan, Priya Khan",United States,"December 9, 2022",2022,TV-PG,3 Seasons,Docuseries,A gripping tv show exploring themes of survival and identity in United States.
s166,Movie,The Hidden Kingdom 166,Wei Lee,"Fatima Costa, John Johnson, John Tanaka, Raj Kumar",India,"February 16, 2026",2023,PG,128 min,"Romantic Movies, Dramas, Children & Family Movies",A gripping movie exploring themes of survival and identity in India.
s167,TV Show,The Last Journey 167,,"Aisha Tanaka, David Tanaka, Aisha Park",United States,"January 16, 2022",2017,PG,6 Seasons,Crime TV Shows,A gripping tv show exploring themes of survival and identity in United States.
s168,Movie,The Last Storm 168,Anil Silva,"Min Nair, Yuki Costa, Yuki Lee",Nigeria,"June 4, 2026",2024,TV-MA,134 min,"Dramas, Action & Adventure, Documentaries",A gripping movie exploring themes of survival and identity in Nigeria.
s169,Movie,The Wild City 169,Yuki Park,"Carlos Rossi, Sara Johnson, Elena Costa, Hana Park, Carlos Garcia, Raj Silva, Raj Tanaka",India,"August 1, 2026",2023,PG,117 min,Horror Movies,A gripping movie exploring themes of survival and identity in India.
s170,Movie,The Hidden Kingdom 170,,"Yuki Smith, Hana Patel, Carlos Silva, Elena Kumar, Maria Park, Fatima Smith",India,"November 27, 2023",2019,TV-Y,158 min,Romantic Movies,A gripping movie exploring themes of survival and identity in India.
s171,TV Show,The Dark City Chronicles 171,,"Priya Johnson, Anil Silva, Maria Tanaka, Yuki Khan, David Costa, Tom Park",United Kingdom,"September 14, 2020",2020,TV-PG,6 Seasons,"TV Comedies, TV Mysteries, Crime TV Shows",A gripping tv show exploring themes of survival and identity in United Kingdom.
s172,Movie,The Golden Promise 172,,"John Garcia, John Garcia, Min Rossi, David Silva, John Patel, Sara Costa, Hana Rossi",Nigeria,"August 9, 2021",2017,TV-14,99 min,Documentaries,A gripping movie exploring themes of survival and identity in Nigeria.
s173,Movie,The Silent Shadows 173,Yuki Nair,"Anil Tanaka, David Garcia, Priya Park, Carlos Lee, Tom Patel, Anil Müller, Yuki Khan",Nigeria,"May 28, 2021",2019,TV-MA,85 min,Action & Adventure,A gripping movie exploring themes of survival and identity in Nigeria.
s174,Movie,The Endless City 174,Maria Smith,"Anil Nair, Carlos Garcia, Hana Nair",United Kingdom,"July 28, 2026",2025,TV-MA,127 min,"Independent Movies, Documentaries, Comedies",A gripping movie exploring themes of survival and identity in United Kingdom.
s175,Movie,The Dark Horizon 175,Priya Kumar,"Hana Müller, Min Costa, Maria Smith",United States,"November 21, 2025",2025,TV-14,152 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in United States.
s176,Movie,The Silent Dreams 176,Tom Rossi,"Tom Müller, Aisha Garcia, Sara Tanaka",India,"January 15, 2023",2020,TV-Y,76 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in India.
s177,Movie,The Eternal Storm 177,Carlos Müller,"Elena Silva, Elena Kumar, Priya Khan, Tom Garcia, Aisha Tanaka",United States,"May 15, 2014",2011,TV-PG,89 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in United States.
s178,Movie,The Forgotten Kingdom 178,Elena Lee,"David Silva, Fatima Garcia, Raj Lee, Carlos Kumar, Fatima Kumar, Elena Patel, Sara Costa",South Korea,"April 21, 2023",2021,TV-14,172 min,"Dramas, Thrillers, Romantic Movies",A gripping movie exploring themes of survival and identity in South Korea.
